spff,dzien,znak,qsos
SPFF-1115,20150612,sp5zim/p,204
SPFF-1116,20200530,sp5kd/p,116
SPFF-1116,20200530,sp5z/p,106
SPFF-1116,20200530,sp5zim/p,103
SPFF-1116,20190120,sp5uud/p,105
SPFF-1116,20170920,sp7wlu/p,103
SPFF-1116,20150824,sp5es,187
SPFF-1116,20150707,sp5es,52
SPFF-1117,20150619,sp5zim/p,151
SPFF-1118,20221013,sp5du/p,136
SPFF-1118,20210921,sp5du/p,106
SPFF-1118,20210828,sq7woj/p,117
SPFF-1118,20190505,sp5ejg/p,51
SPFF-1118,20190330,sp5du/p,172
SPFF-1118,20190330,sp5ejg/p,56
SPFF-1118,20180106,sq8jcb/p,171
SPFF-1118,20161012,sp5uud/p,124
SPFF-1118,20161012,sp5zim/p,63
SPFF-1118,20151217,sp5es,82
SPFF-1118,20150611,sp5zim/p,172
SPFF-1119,20230302,sp5du/p,129
SPFF-1119,20230114,sq8jcb/p,104
SPFF-1119,20220324,sp5du/p,129
SPFF-1119,20190310,sp5du/p,223
SPFF-1119,20190309,sp5ejg/p,113
SPFF-1119,20170215,sp5uud/p,113
SPFF-1119,20170215,sp5zim/p,46
SPFF-1119,20150611,sp5zim/p,175
SPFF-1120,20230902,sp5xty/p,116
SPFF-1120,20230503,sp5uud/p,103
SPFF-1120,20210320,sp5uud/p,122
SPFF-1120,20191228,sp2sv,157
SPFF-1120,20191228,sp2ymx,60
SPFF-1120,20180531,sp5z/p,75
SPFF-1120,20180428,sp5kd/p,46
SPFF-1120,20180428,sp5z/p,70
SPFF-1120,20180428,sp5zim/p,52
SPFF-1120,20180121,sp9yff,106
SPFF-1120,20160921,sp5uud/p,103
SPFF-1120,20160831,sp5kd/p,110
SPFF-1120,20160831,sp5zim/p,207
SPFF-1120,20160512,sp5uud/p,54
SPFF-1120,20150617,sp5zim/p,554
SPFF-1121,20180707,sp9yff,120
SPFF-1121,20180511,sp5kd/p,111
SPFF-1121,20180511,sp5z/p,106
SPFF-1121,20180511,sp5zim/p,51
SPFF-1121,20150618,sp5zim/p,234
SPFF-1122,20230420,sp5du/p,116
SPFF-1122,20220728,sp5du/p,118
SPFF-1122,20210611,so5cal/p,148
SPFF-1122,20210407,sp5xty/p,135
SPFF-1122,20200509,sq5wh/p,126
SPFF-1122,20190502,sp2sv,114
SPFF-1122,20190405,sp9yff,210
SPFF-1122,20180307,so5cal/p,86
SPFF-1122,20180307,sp5qaz/p,109
SPFF-1122,20160927,sp5uud/p,103
SPFF-1122,20160927,sp5zim/p,65
SPFF-1122,20150615,sp5zim/p,143
SPFF-1123,20231202,sp5du/p,277
SPFF-1123,20221005,sp5du/p,125
SPFF-1123,20210611,so5cal/p,133
SPFF-1123,20210112,sp5xty/p,172
SPFF-1123,20190501,sp2sv,131
SPFF-1123,20190405,sp9yff,189
SPFF-1123,20180418,so5cal/p,58
SPFF-1123,20160927,sp5uud/p,107
SPFF-1123,20160927,sp5zim/p,77
SPFF-1123,20150615,sp5zim/p,130
SPFF-1124,20180511,sp5kd/p,109
SPFF-1124,20180511,sp5z/p,103
SPFF-1124,20180511,sp5zim/p,75
SPFF-1124,20160922,sp5uud/p,120
SPFF-1124,20151003,sn0wff,442
SPFF-1125,20221015,sp5xty/p,107
SPFF-1125,20210320,sp5uud/p,83
SPFF-1125,20180618,sp5kd/p,73
SPFF-1125,20180511,sp5kd/p,50
SPFF-1125,20180511,sp5z/p,46
SPFF-1125,20180511,sp5zim/p,48
SPFF-1125,20170128,sn0wff,212
SPFF-1125,20160921,sp5uud/p,132
SPFF-1125,20160512,sp5uud/p,81
SPFF-1125,20150619,sp5zim/p,320
SPFF-1126,20231014,sp8dy/p,108
SPFF-1126,20221105,sp5xty/p,122
SPFF-1126,20221028,sp5du/p,122
SPFF-1126,20210605,sp5du/p,191
SPFF-1126,20171111,sp9yff/5,133
SPFF-1126,20171111,sq8jcb/p,58
SPFF-1126,20170509,sp5uud/p,119
SPFF-1126,20160405,sp5zim/p,213
SPFF-1126,20151205,sq5ef/m,31
SPFF-1126,20151115,sp0wff,214
SPFF-1126,20151107,sp8p/p,108
SPFF-1127,20231001,sp8x,157
SPFF-1127,20221105,sp5xty/p,119
SPFF-1127,20221028,sp5du/p,138
SPFF-1127,20210724,sp5du/p,160
SPFF-1127,20160405,sp5uud/p,140
SPFF-1127,20160403,sp5zim/p,209
SPFF-1127,20160312,sq8jcb/p,159
SPFF-1127,20151115,sp0cff,212
SPFF-1128,20240120,sq9lom/p,114
SPFF-1128,20231118,sq7m/p,131
SPFF-1128,20230501,sp5du/p,117
SPFF-1128,20210615,sp5uud/p,116
SPFF-1128,20210307,sp5xty/p,131
SPFF-1128,20180923,sp0wff,63
SPFF-1128,20180612,sp7wlu/p,104
SPFF-1128,20171022,sp9yff,88
SPFF-1128,20171021,sp9yff,55
SPFF-1128,20170627,sp5uud/p,121
SPFF-1128,20160220,sq8jcb/p,115
SPFF-1128,20160213,sq9lom/p,237
SPFF-1129,20171020,sp9yff/8,46
SPFF-1129,20170429,sp9yff/8,212
SPFF-1130,20180502,sp9yff/8,118
SPFF-1130,20160628,sp9yff/8,111
SPFF-1130,20160430,sp5uud/p,51
SPFF-1130,20160430,sp5zim/p,210
SPFF-1131,20160428,sp5uud/p,87
SPFF-1131,20160428,sp5zim/p,272
SPFF-1132,20160709,sp9yff/8,113
SPFF-1132,20160504,sp5uud/p,50
SPFF-1132,20160504,sp5zim/p,205
SPFF-1133,20180504,sp9yff/8,127
SPFF-1133,20160709,sp9yff/8,142
SPFF-1133,20160504,sp5uud/p,50
SPFF-1133,20160504,sp5zim/p,208
SPFF-1134,20230815,sq2bxi/p,233
SPFF-1134,20160427,sp5uud/p,53
SPFF-1134,20160427,sp5zim/p,206
SPFF-1135,20160701,sp9yff/8,249
SPFF-1136,20230722,sp5xty/p,111
SPFF-1136,20170429,sp9yff/8,216
SPFF-1136,20160429,sp5uud/p,58
SPFF-1136,20160429,sp5zim/p,203
SPFF-1137,20230429,sq2bxi/p,215
SPFF-1137,20220515,sp5z/p,102
SPFF-1137,20220515,sp5zim/p,69
SPFF-1137,20181123,sp9yff,163
SPFF-1137,20181102,sp5kd/p,106
SPFF-1137,20181102,sp5zim/p,66
SPFF-1137,20180609,sp2cyk/p,51
SPFF-1137,20170722,sp5uud/p,130
SPFF-1137,20161126,sp2sv,118
SPFF-1137,20161126,sq2eey/p,48
SPFF-1137,20150728,sp0wff,109
SPFF-1138,20230429,sq2bxi/p,220
SPFF-1138,20220515,sp5z/p,113
SPFF-1138,20220515,sp5zim/p,61
SPFF-1138,20181129,sp9yff,141
SPFF-1138,20181102,sp5kd/p,109
SPFF-1138,20181102,sp5zim/p,51
SPFF-1138,20180609,sq2eey/p,53
SPFF-1138,20170721,sp5uud/p,109
SPFF-1138,20170702,sp2cyk/p,165
SPFF-1138,20161126,sp2sv,111
SPFF-1138,20161126,sq2eey/p,48
SPFF-1138,20150728,sp5es,151
SPFF-1139,20230330,sq2bxi/p,163
SPFF-1139,20161023,sp2sv,121
SPFF-1139,20161023,sq2eey/p,55
SPFF-1139,20160625,sp5uud/p,105
SPFF-1139,20160625,sp5zim/p,102
SPFF-1139,20150614,sp2cyk/p,84
SPFF-1139,20150614,sp2pit/p,21
SPFF-1139,20150614,sq2eey/p,7
SPFF-1140,20231226,sp8qc/p,153
SPFF-1140,20180926,sp5uud/p,119
SPFF-1140,20180926,sp5zim/p,69
SPFF-1140,20180531,sp9yff/7,98
SPFF-1140,20170703,sp9yff/7,145
SPFF-1140,20170211,sq9lom/p,146
SPFF-1140,20150613,sp8bbk/p,161
SPFF-1141,20181124,sq9lom/p,112
SPFF-1141,20180926,sp5uud/p,174
SPFF-1141,20180603,sp9yff/7,205
SPFF-1141,20150613,sp8bbk/p,175
SPFF-1142,20181021,sq9lom/p,112
SPFF-1142,20180927,sp5uud/p,136
SPFF-1142,20180603,sp9yff/7,204
SPFF-1142,20150613,sp8bbk/p,181
SPFF-1143,20181221,sq9lom/p,132
SPFF-1143,20180927,sp5uud/p,109
SPFF-1143,20180927,sp5zim/p,78
SPFF-1143,20180603,sp9yff/7,220
SPFF-1143,20150612,sp8bbk/p,188
SPFF-1144,20230610,sp9ouv/p,105
SPFF-1144,20211129,sq8hnb/p,113
SPFF-1144,20210911,sq9lom/p,108
SPFF-1144,20210707,sq9lom/p,108
SPFF-1144,20210511,sp5buj/p,67
SPFF-1144,20210511,sp5zim/p,48
SPFF-1144,20181001,sp5uud/p,115
SPFF-1144,20180617,sq9lom/p,135
SPFF-1144,20150930,sp9yff/7,275
SPFF-1145,20201121,sq8hnb/p,123
SPFF-1145,20170628,sp5uud/p,143
SPFF-1145,20160824,sp5kd/p,110
SPFF-1145,20160514,sq9lom/p,112
SPFF-1145,20151113,sp500yff,571
SPFF-1146,20201025,sp5uud/p,107
SPFF-1146,20201025,sp5zim/p,48
SPFF-1146,20180602,sp9yff/7,200
SPFF-1146,20180221,sp8bbk,207
SPFF-1146,20160917,sq9lom/p,121
SPFF-1147,20201024,sp5uud/p,112
SPFF-1147,20170703,sp9yff/7,200
SPFF-1147,20160410,sp5uud/p,45
SPFF-1147,20160410,sp5zim/p,210
SPFF-1148,20220727,sq2prz/p,112
SPFF-1148,20170704,sp9yff/7,131
SPFF-1148,20170511,sp5gkn/p,53
SPFF-1148,20170511,sp5uud/p,66
SPFF-1148,20170511,sp5zim/p,48
SPFF-1148,20160410,sp5uud/p,53
SPFF-1148,20160410,sp5zim/p,212
SPFF-1149,20230221,sq9lom/p,115
SPFF-1149,20210617,sp5uud/p,109
SPFF-1149,20210617,sp5zim/p,65
SPFF-1149,20170629,sp5uud/p,123
SPFF-1149,20151112,sp500yff,331
SPFF-1149,20150614,sp8bbk/p,148
SPFF-1150,20170629,sp5uud/p,106
SPFF-1150,20151113,sp500yff,297
SPFF-1150,20150614,sp8bbk/p,207
SPFF-1151,20180929,sp5uud/p,176
SPFF-1151,20171014,sq9lom/p,109
SPFF-1151,20151003,sp9yff/7,296
SPFF-1152,20210619,sp5uud/p,105
SPFF-1152,20210619,sp5zim/p,105
SPFF-1152,20180929,sp5uud/p,116
SPFF-1152,20171014,sq9lom/p,118
SPFF-1152,20150930,sp9yff/7,258
SPFF-1152,20150702,sp5zim/p,291
SPFF-1153,20190307,sp8bbk,129
SPFF-1153,20181124,sq8hnb/p,110
SPFF-1153,20170122,sq9lom/p,218
SPFF-1153,20150930,sp9yff/7,211
SPFF-1153,20150702,sp5zim/p,279
SPFF-1154,20181002,sp5uud/p,145
SPFF-1154,20170822,sp9yff/7,105
SPFF-1154,20170325,sp9yff/7,114
SPFF-1154,20150926,sq9lom/p,122
SPFF-1154,20150614,sp7ptm/p,107
SPFF-1154,20150613,sp7ptm/p,127
SPFF-1155,20190608,sq9lom/p,107
SPFF-1155,20170729,sp9yff/7,216
SPFF-1155,20150701,sp5zim/p,235
SPFF-1156,20211121,sq8hnb/p,129
SPFF-1156,20211024,sn9mt/7,105
SPFF-1156,20180426,sq9lom/p,108
SPFF-1156,20170815,sp9yff/7,146
SPFF-1156,20170514,sp5gkn/p,57
SPFF-1156,20170514,sp5uud/p,112
SPFF-1156,20170514,sp5zim/p,52
SPFF-1156,20150701,sp5zim/p,218
SPFF-1157,20210619,sp5uud/p,112
SPFF-1157,20191005,sq9lom/p,106
SPFF-1157,20190714,so5cal/p,59
SPFF-1157,20190521,sp5zim/p,85
SPFF-1157,20190305,sp8bbk,124
SPFF-1157,20180127,sq9lom/p,104
SPFF-1157,20171230,sq9lom/p,112
SPFF-1157,20160220,sp9yff/7,214
SPFF-1157,20160220,sq8jcb/p,112
SPFF-1157,20151206,sq9lom/p,145
SPFF-1157,20150703,sp5zim/p,237
SPFF-1158,20210106,sq9lom/p,114
SPFF-1158,20160614,sq5ef/m,45
SPFF-1158,20160606,sq5ef/m,71
SPFF-1158,20151115,sp500yff,356
SPFF-1158,20150701,sp5zim/p,226
SPFF-1159,20240106,sq8hnb/p,119
SPFF-1159,20190308,sp8bbk,127
SPFF-1159,20181110,sp9yff,216
SPFF-1159,20180323,sq9lom/p,117
SPFF-1159,20171111,sq9lom/p,133
SPFF-1159,20170604,sp5uud/p,105
SPFF-1159,20170604,sp5x/p,110
SPFF-1159,20151111,sp500yff,379
SPFF-1159,20150702,sp5zim/p,151
SPFF-1159,20150621,sq9lom/p,215
SPFF-1160,20210616,sp5uud/p,78
SPFF-1160,20210616,sp5zim/p,52
SPFF-1160,20170916,sp9yff/7,135
SPFF-1160,20170627,sp5uud/p,122
SPFF-1160,20160822,sp5kd/p,113
SPFF-1160,20160514,sq9lom/p,123
SPFF-1160,20150630,sp5zim/p,228
SPFF-1161,20160410,sp5uud/p,65
SPFF-1161,20160410,sp5zim/p,207
SPFF-1162,20170629,sp5uud/p,126
SPFF-1162,20151205,sp500yff,1
SPFF-1162,20151113,sp500yff,253
SPFF-1162,20150614,sp8bbk/p,239
SPFF-1163,20200602,sp5uud/p,89
SPFF-1163,20190319,sp5kd/p,51
SPFF-1163,20190319,sp5z/p,62
SPFF-1163,20190319,sp5zim/p,48
SPFF-1163,20180829,sp5kd/p,74
SPFF-1163,20180829,sp5z/p,83
SPFF-1163,20180829,sp5zim/p,84
SPFF-1163,20180723,sp2sv,166
SPFF-1163,20180723,sq2eey/p,110
SPFF-1163,20160810,sp9yff/4,221
SPFF-1163,20160516,sp5uud/p,64
SPFF-1163,20151010,sn0wff,220
SPFF-1164,20170124,sp5uud/p,106
SPFF-1164,20170124,sp5zim/p,110
SPFF-1165,20180316,sp5kd/p,103
SPFF-1165,20180316,sp5z/p,102
SPFF-1165,20180316,sp5zim/p,56
SPFF-1165,20171216,sp2sv,155
SPFF-1165,20171216,sp2ymx,46
SPFF-1165,20170921,sp5uud/p,128
SPFF-1165,20150719,sp5zim/p,231
SPFF-1166,20171216,sp2sv,52
SPFF-1166,20171216,sp2ymx,45
SPFF-1166,20161112,sp5uud/p,159
SPFF-1166,20161112,sp5zim/p,120
SPFF-1166,20150719,sp5zim/p,138
SPFF-1167,20171216,sp2sv,200
SPFF-1167,20171216,sp2ymx,52
SPFF-1167,20150719,sp5zim/p,226
SPFF-1168,20181010,sp1mvg/p,152
SPFF-1168,20180513,sp2sv,120
SPFF-1168,20180513,sp2ymx,66
SPFF-1168,20180504,sp5kd/p,70
SPFF-1168,20180504,sp5z/p,103
SPFF-1168,20180504,sp5zim/p,51
SPFF-1168,20160814,sp5uud/p,117
SPFF-1168,20160814,sp5zim/p,108
SPFF-1168,20150919,hf0wff,143
SPFF-1168,20150702,sp9yff/4,224
SPFF-1168,20150626,sp5zim/p,107
SPFF-1169,20181010,sp1mvg/p,150
SPFF-1169,20180513,sp2sv,121
SPFF-1169,20180513,sp2ymx,56
SPFF-1169,20180504,sp5kd/p,47
SPFF-1169,20180504,sp5z/p,61
SPFF-1169,20180504,sp5zim/p,48
SPFF-1169,20160814,sp5uud/p,123
SPFF-1169,20150720,sp9yff/4,173
SPFF-1169,20150704,sp5zim/p,203
SPFF-1170,20181010,sp1mvg/p,155
SPFF-1170,20180513,sp2sv,107
SPFF-1170,20180513,sp2ymx,54
SPFF-1170,20180504,sp5kd/p,111
SPFF-1170,20180504,sp5z/p,70
SPFF-1170,20180504,sp5zim/p,51
SPFF-1170,20160814,sp5uud/p,110
SPFF-1170,20160814,sp5zim/p,208
SPFF-1170,20150628,sp9yff/4,221
SPFF-1170,20150625,sp5zim/p,116
SPFF-1171,20201121,sp5z/p,140
SPFF-1171,20180523,sp5kd/p,95
SPFF-1171,20180523,sp5zim/p,50
SPFF-1171,20180513,sp2sv,125
SPFF-1171,20180513,sp2ymx,69
SPFF-1171,20160815,sp5uud/p,116
SPFF-1171,20150727,sp9yff/4,130
SPFF-1171,20150704,sp5zim/p,219
SPFF-1172,20201121,sp5z/p,127
SPFF-1172,20201121,sp5zim/p,57
SPFF-1172,20180523,sp5kd/p,95
SPFF-1172,20180523,sp5zim/p,57
SPFF-1172,20180513,sp2sv,142
SPFF-1172,20180513,sp2ymx,69
SPFF-1172,20160815,sp5uud/p,113
SPFF-1172,20160815,sp5zim/p,169
SPFF-1172,20150727,sp9yff/4,149
SPFF-1172,20150704,sp5zim/p,142
SPFF-1173,20220312,sp5kd/p,51
SPFF-1173,20220312,sp5z/p,103
SPFF-1173,20180321,sp5kd/p,62
SPFF-1173,20180321,sp5z/p,56
SPFF-1173,20180321,sp5zim/p,54
SPFF-1173,20180309,sp2sv,190
SPFF-1173,20180309,sp2ymx,51
SPFF-1173,20150719,sp5zim/p,223
SPFF-1174,20180723,sp4shw/p,109
SPFF-1174,20180723,sp9yff/4,125
SPFF-1174,20180204,sp2sv,205
SPFF-1174,20180204,sp2ymx,56
SPFF-1174,20150725,sp5zim/p,225
SPFF-1175,20150725,sp5zim/p,122
SPFF-1176,20181103,sp5kd/p,88
SPFF-1176,20180411,sp5uud/p,108
SPFF-1176,20180204,sp2sv,106
SPFF-1176,20180204,sq2eey/p,55
SPFF-1176,20150724,sp5zim/p,170
SPFF-1176,20150717,sp9yff/4,231
SPFF-1177,20180221,sp2sv,212
SPFF-1177,20180221,sp2ymx,59
SPFF-1177,20170501,sp2cyk/p,73
SPFF-1177,20170501,sq2eey/p,62
SPFF-1177,20150724,sp5zim/p,173
SPFF-1178,20170125,sp5uud/p,105
SPFF-1178,20160616,sp2sv,61
SPFF-1178,20160616,sq2eey/p,52
SPFF-1178,20150723,sp5zim/p,149
SPFF-1179,20181005,sp1mvg/p,218
SPFF-1179,20160616,sp2sv,83
SPFF-1179,20160616,sq2eey/p,46
SPFF-1179,20150723,sp5zim/p,210
SPFF-1180,20220720,sp5xty/p,105
SPFF-1180,20180221,sp5uud/p,205
SPFF-1180,20180204,sq2eey/p,125
SPFF-1180,20170812,sp2sv,87
SPFF-1180,20170501,sp4eoo/p,142
SPFF-1180,20150825,sp/dl1eko/p,47
SPFF-1180,20150803,sp9yff/4,150
SPFF-1180,20150725,sp5zim/p,119
SPFF-1181,20210412,sp5uud/p,109
SPFF-1181,20210412,sp5zim/p,55
SPFF-1181,20180220,sp5uud/p,213
SPFF-1181,20180204,sp2sv,208
SPFF-1181,20180204,sq2eey/p,112
SPFF-1181,20160417,sp4eoo/p,130
SPFF-1181,20150725,sp5zim/p,119
SPFF-1182,20230122,sp1ett/p,111
SPFF-1182,20230122,sq1gu/p,113
SPFF-1182,20220703,sp1mvg/p,128
SPFF-1182,20171223,sp1mvg/p,224
SPFF-1182,20151205,sp500yff,450
SPFF-1183,20230506,sp1mvg/p,168
SPFF-1183,20211222,sp1mvg/p,161
SPFF-1183,20201117,sp1mvg/p,241
SPFF-1183,20190104,sp1mvg/p,175
SPFF-1183,20171216,sp1mvg/p,237
SPFF-1183,20171216,sp9yff/1,202
SPFF-1183,20161214,sp5uud/p,123
SPFF-1183,20161214,sp5zim/p,109
SPFF-1184,20230711,so90lot,166
SPFF-1184,20230603,sq1nxo/p,115
SPFF-1184,20220611,sp1mvg/p,137
SPFF-1184,20220611,sq75zot,114
SPFF-1184,20211221,sp1mvg/p,147
SPFF-1184,20200501,sp1mvg/p,182
SPFF-1184,20181230,sp1mvg/p,91
SPFF-1184,20181230,sp9yff,153
SPFF-1184,20171125,sp1mvg/p,347
SPFF-1184,20161215,sp5uud/p,105
SPFF-1184,20161215,sp5zim/p,129
SPFF-1185,20230225,sq1nxo/p,112
SPFF-1185,20211029,sp1mvg/p,140
SPFF-1185,20201118,sp1mvg/p,175
SPFF-1185,20181216,sp1mvg/p,148
SPFF-1185,20181216,sp9yff,230
SPFF-1185,20171221,sp1mvg/p,124
SPFF-1185,20171221,sp9yff/1,142
SPFF-1185,20161215,sp5gkn/p,53
SPFF-1185,20161215,sp5uud/p,110
SPFF-1185,20161215,sp5zim/p,107
SPFF-1186,20230702,so90lot,355
SPFF-1186,20230219,sq1nxo/p,114
SPFF-1186,20220505,sq75zot,129
SPFF-1186,20211028,sp1mvg/p,206
SPFF-1186,20210228,sp1mvg/p,164
SPFF-1186,20201115,sp1mvg/p,369
SPFF-1186,20200425,sp1mvg/p,168
SPFF-1186,20191031,sp1mvg/p,150
SPFF-1186,20190102,sp1mvg/p,134
SPFF-1186,20190102,sp9yff,126
SPFF-1186,20171119,sp1mvg/p,234
SPFF-1186,20171119,sp9yff/1,215
SPFF-1186,20161214,sp5gkn/p,51
SPFF-1186,20161214,sp5uud/p,110
SPFF-1186,20160921,sp5zim/p,138
SPFF-1187,20230121,sq1nxo/p,110
SPFF-1187,20211106,sp1mvg/p,200
SPFF-1187,20181230,sp1mvg/p,111
SPFF-1187,20181230,sp9yff,185
SPFF-1187,20171021,sp1mvg/p,255
SPFF-1187,20161215,sp5uud/p,158
SPFF-1187,20161215,sp5zim/p,123
SPFF-1188,20230713,so90lot,133
SPFF-1188,20230304,sq1nxo/p,109
SPFF-1188,20220626,sp1mvg/p,138
SPFF-1188,20220626,sq75zot,137
SPFF-1188,20201119,sp1mvg/p,238
SPFF-1188,20191030,sp1mvg/p,191
SPFF-1188,20181216,sp1mvg/p,99
SPFF-1188,20181216,sp9yff,183
SPFF-1188,20171020,sp1mvg/p,257
SPFF-1188,20161216,sp5gkn/p,54
SPFF-1188,20161216,sp5uud/p,109
SPFF-1188,20161216,sp5zim/p,109
SPFF-1189,20220702,sp1mvg/p,140
SPFF-1189,20220702,sq75zot,116
SPFF-1189,20190302,sp1mvg/p,283
SPFF-1189,20171222,sp1mvg/p,154
SPFF-1189,20171222,sp9yff/1,133
SPFF-1189,20161215,sp5uud/p,117
SPFF-1189,20161215,sp5zim/p,105
SPFF-1190,20230311,sp1cdr/p,50
SPFF-1190,20230311,sq1gu/p,68
SPFF-1190,20220721,sp3w/p,134
SPFF-1190,20200101,sp1fm/p,48
SPFF-1190,20200101,sq1gu/p,47
SPFF-1190,20200101,sq1mne/p,41
SPFF-1190,20190301,sp1mvg/p,208
SPFF-1190,20180819,sp2sv,126
SPFF-1190,20180819,sp2ymx,61
SPFF-1190,20171227,sp1mvg/p,165
SPFF-1190,20151227,sp500yff,351
SPFF-1191,20230729,sp6opz/1,119
SPFF-1191,20200716,sp6opz/1,124
SPFF-1191,20180719,sp5uud/p,107
SPFF-1191,20171228,sp2sv,146
SPFF-1191,20171228,sp2ymx,48
SPFF-1191,20160507,sp3ea/p,111
SPFF-1191,20160507,sp3eie/p,17
SPFF-1192,20230823,sq5am,13
SPFF-1192,20210828,sp3qdx/p,188
SPFF-1192,20210501,sp3aya/p,39
SPFF-1192,20210501,sp3pow,21
SPFF-1192,20210501,sp3qdx/p,36
SPFF-1192,20210501,sq3knl/p,58
SPFF-1192,20190720,sq3mis/p,59
SPFF-1192,20171115,sp5uud/p,157
SPFF-1192,20160831,sp3lem,80
SPFF-1192,20160829,sp3lem,110
SPFF-1192,20160521,sq9lom/p,178
SPFF-1193,20231228,sq8hnb/p,174
SPFF-1193,20230101,sp3dml/p,100
SPFF-1193,20221130,sq9lom/p,113
SPFF-1193,20220924,sq9mdf/p,101
SPFF-1193,20220320,sp3qdx/p,37
SPFF-1193,20220320,sq3knl/p,66
SPFF-1193,20211210,sp5uud/p,77
SPFF-1193,20210808,sp10pow,118
SPFF-1193,20210808,sp3qdx/p,109
SPFF-1193,20210128,sq9lom/p,150
SPFF-1193,20201003,sp3aya/p,83
SPFF-1193,20200808,sp3aya,96
SPFF-1193,20200808,sp3pow,36
SPFF-1193,20200229,sq9lom/p,109
SPFF-1193,20181103,sq3mis/p,110
SPFF-1193,20171115,sp5uud/p,110
SPFF-1193,20171115,sp5zim/p,107
SPFF-1193,20170608,sp3lem,32
SPFF-1193,20170607,sp3lem,74
SPFF-1193,20160819,sp3lem,54
SPFF-1193,20160521,sp3lem,49
SPFF-1193,20160521,sq9lom/p,216
SPFF-1194,20191019,sp2sv,84
SPFF-1194,20181006,sp1mvg/p,226
SPFF-1194,20180410,sp5uud/p,110
SPFF-1194,20160615,sp2sv,83
SPFF-1194,20160615,sq2eey/p,71
SPFF-1195,20240323,sq7m/p,118
SPFF-1195,20230501,sp5du/p,113
SPFF-1195,20220828,sq9lom/p,105
SPFF-1195,20210615,sp5uud/p,103
SPFF-1195,20200307,sq8hnb/p,113
SPFF-1195,20190308,sq8hnb/p,107
SPFF-1195,20190223,sq8hnb/p,123
SPFF-1195,20170515,sp5uud/p,106
SPFF-1195,20170515,sp5zim/p,106
SPFF-1195,20170325,sp9yff/7,138
SPFF-1195,20160213,sq9lom/p,256
SPFF-1196,20220205,sq9lom/p,109
SPFF-1196,20181110,sp9yff,126
SPFF-1196,20171031,sp9yff/7,35
SPFF-1196,20170604,sp5uud/p,106
SPFF-1196,20170604,sp5x/p,107
SPFF-1196,20170128,sp9yff/7,174
SPFF-1196,20160116,sq9lom/p,208
SPFF-1197,20170822,sp9yff/7,212
SPFF-1197,20170513,sp5gkn/p,49
SPFF-1197,20170513,sp5uud/p,104
SPFF-1197,20170513,sp5zim/p,66
SPFF-1198,20180421,sp9yff/7,214
SPFF-1198,20151228,sp5zim/p,285
SPFF-1199,20180813,sp9yff/7,272
SPFF-1199,20170630,sp5uud/p,151
SPFF-1200,20181112,sp9yff,120
SPFF-1200,20170916,sp9yff/7,122
SPFF-1200,20170512,sp5gkn/p,55
SPFF-1200,20170512,sp5uud/p,103
SPFF-1200,20160823,sp5kd/p,116
SPFF-1200,20160823,sp5zim/p,104
SPFF-1201,20190608,sq9lom/p,108
SPFF-1201,20170729,sp9yff/7,215
SPFF-1201,20151228,sp5zim/p,222
SPFF-1202,20180428,sq9lom/p,107
SPFF-1202,20171230,sp9yff/7,211
SPFF-1202,20151227,sp5zim/p,243
SPFF-1203,20171230,sq9lom/p,144
SPFF-1203,20160730,sp9yff/7,209
SPFF-1203,20151227,sp5zim/p,213
SPFF-1204,20171230,sp9yff/7,210
SPFF-1204,20171111,sq9lom/p,215
SPFF-1204,20151230,sp5zim/p,232
SPFF-1205,20220318,sq9lom/p,112
SPFF-1205,20191206,sp5uud/p,126
SPFF-1205,20190326,sp9yff,115
SPFF-1205,20160330,sp9yff/7,219
SPFF-1206,20240307,sq8hnb/p,107
SPFF-1206,20210206,sq9mdf/p,131
SPFF-1206,20190520,sp5uud/p,121
SPFF-1206,20181115,sq9lom/p,116
SPFF-1206,20171014,sp9yff/p,125
SPFF-1206,20160507,sp9yff/p,133
SPFF-1206,20151227,sq9lom,137
SPFF-1207,20171112,sp5uud/p,162
SPFF-1207,20160507,sp9yff/p,209
SPFF-1207,20160110,sq9lom,205
SPFF-1208,20200905,sq9mdf/p,105
SPFF-1208,20160522,sp9yff/p,314
SPFF-1209,20210731,sq9lom/p,115
SPFF-1209,20200605,sq9mdf/p,103
SPFF-1209,20190215,sp9yff,215
SPFF-1209,20160401,sp9yff/p,219
SPFF-1210,20210228,sq9mdf/p,118
SPFF-1210,20170328,sp5uud/p,133
SPFF-1210,20160413,sp9yff/p,224
SPFF-1210,20151219,sq9lom,205
SPFF-1211,20170403,sp5uud/p,106
SPFF-1211,20170403,sp5zim/p,105
SPFF-1211,20160423,sq9lom/p,107
SPFF-1211,20160306,sp9yff/p,242
SPFF-1212,20230330,sq2bxi/p,150
SPFF-1212,20180415,sp2wn,1
SPFF-1212,20180414,sp2wn,55
SPFF-1212,20161023,sp2sv,103
SPFF-1212,20161023,sq2eey/p,22
SPFF-1212,20160624,sp5uud/p,111
SPFF-1212,20160624,sp5zim/p,105
SPFF-1212,20160312,sp2cyk/p,64
SPFF-1212,20160312,sq2eey/p,38
SPFF-1213,20230330,sq2bxi/p,201
SPFF-1213,20180811,sp2sv,154
SPFF-1213,20180428,sp2wn,42
SPFF-1213,20180106,sp2cyk/p,73
SPFF-1213,20170324,sp2sv,85
SPFF-1213,20160624,sp5uud/p,105
